gene	chromosome	start	end	log2	depth	weight	probes
ENSG00000132517	chr17	5032954	5091002	-0.476253	104.645	5.44042	7
ENSG00000180787	chr17	5091502	5105321	-0.888187	66.0631	1.84577	5
ENSG00000167840	chr17	5105821	5130441	-0.528217	151.16	5.82847	8
ENSG00000129204	chr17	5130365	5181207	-0.223479	202.714	20.6149	26
ENSG00000180626	chr17	5180898	5210298	-0.21087	253.564	11.1432	13
ENSG00000261879	chr17	5210798	5281984	-0.325064	196.045	3.81954	8
ENSG00000161929	chr17	5210798	5281984	-0.325064	196.045	3.81954	8
ENSG00000029725	chr17	5308691	5386828	-0.631421	134.953	11.0907	18
ENSG00000108559	chr17	5361205	5421468	-0.509165	156.536	14.0259	22
ENSG00000263220	chr17	5365119	5373456	-0.520277	165.828	2.25172	3
ENSG00000129197	chr17	5419351	5433166	-0.407429	138.416	4.72746	7
ENSG00000263272	chr17	5426233	5433166	-0.366127	160.633	2.73933	4
ENSG00000108561	chr17	5433012	5450408	-0.442146	160.296	4.59855	6
ENSG00000005100	chr17	5444202	5474791	-0.444095	158.143	8.9423	11
ENSG00000072849	chr17	5474681	5489171	-0.537204	122.802	5.70235	7
ENSG00000091592	chr17	5501811	5749691	-0.589086	106.894	12.1373	21
ENSG00000179314	chr17	6080656	6273060	-0.329755	135.175	8.19734	10
ENSG00000129221	chr17	6425457	6445406	-0.540668	94.7216	4.50031	6
ENSG00000129195	chr17	6445108	6455645	-0.585077	99.7989	4.84565	6
ENSG00000091622	chr17	6455335	6537484	-0.627689	81.0192	10.468	14
ENSG00000198920	chr17	6579744	6642326	-0.468254	157.054	13.1793	17
ENSG00000282936	chr17	6628428	6642326	-0.638798	111.975	2.38118	3
ENSG00000129235	chr17	6642246	6650080	-0.633318	119.087	2.66749	4
ENSG00000108590	chr17	6644464	6652409	-0.430338	150.139	3.34782	5
ENSG00000256806	chr17	6652161	6695943	-0.333857	152.502	4.35626	6
ENSG00000274114	chr17	6686204	6695943	-0.276004	160.237	4.04989	5
LRG_1020	chr17	6686204	6755576	-0.221152	140.849	5.76614	8
ENSG00000141485	chr17	6686204	6755576	-0.221152	140.849	5.76614	8
ENSG00000132530	chr17	6756076	6780122	-0.519343	140.12	5.07189	7
ENSG00000177294	chr17	6779866	6799524	-0.691924	119.37	3.56336	7
ENSG00000167858	chr17	6800024	6984960	-0.436765	113.045	6.23765	9
ENSG00000215067	chr17	6998950	7012777	-0.440256	156.703	8.84984	12
ENSG00000267047	chr17	6998950	7023852	-0.312135	169.919	14.528	18
ENSG00000108839	chr17	6998950	7012198	-0.377815	171.079	7.95074	11
ENSG00000219200	chr17	7012566	7016687	-0.286534	178.725	3.74798	4
ENSG00000161939	chr17	7012566	7023852	-0.23274	168.517	6.57728	7
ENSG00000161940	chr17	7023669	7036583	-0.305201	128.533	8.03522	9
ENSG00000174327	chr17	7036380	7043587	-0.27997	146.069	6.45469	7
ENSG00000132514	chr17	7075051	7101072	-0.213676	174.052	5.37241	8
ENSG00000161944	chr17	7101572	7173156	-0.218722	149.404	3.3623	6
ENSG00000141505	chr17	7173656	7190207	-0.256289	103.216	4.18414	7
ENSG00000132535	chr17	7190707	7220531	-0.47143	127.618	14.6619	20
ENSG00000072778	chr17	7218240	7226088	-0.569057	117.995	12.5896	16
ENSG00000004975	chr17	7225862	7235842	-0.475432	129.317	10.2304	13
ENSG00000040633	chr17	7235623	7240921	-0.517566	176.142	6.29833	8
ENSG00000170296	chr17	7240851	7244247	-0.554777	179.977	3.76259	5
ENSG00000262526	chr17	7240851	7246139	-0.596939	159.248	5.22882	7
ENSG00000175826	chr17	7244182	7252598	-0.588001	140.511	3.84085	7
ENSG00000262302	chr17	7246788	7281432	-0.557648	135.046	9.07553	14
ENSG00000170291	chr17	7252500	7260538	-0.602418	153.452	4.66742	8
ENSG00000181885	chr17	7260371	7281432	-0.667768	74.1929	3.69631	5
ENSG00000181856	chr17	7283242	7288840	-0.441606	126.985	7.29851	11
ENSG00000263342	chr17	7283242	7284381	-0.50824	110.199	3.64564	5
ENSG00000006047	chr17	7288785	7306545	-0.548862	103.834	4.75671	7
ENSG00000132507	chr17	7308495	7312841	-0.368844	163.988	4.11684	5
ENSG00000132522	chr17	7311347	7316329	-0.437279	137.675	9.65139	12
ENSG00000261915	chr17	7312753	7320925	-0.420954	136.193	14.903	18
ENSG00000215041	chr17	7316120	7336789	-0.354555	128.235	20.7838	26
ENSG00000072818	chr17	7336732	7353174	-0.362605	128.351	15.0217	17
ENSG00000213859	chr17	7352940	7355375	-0.655768	71.0612	3.61147	4
ENSG00000263171	chr17	7352940	7355375	-0.655768	71.0612	3.61147	4
ENSG00000182896	chr17	7355202	7382425	-0.441663	128.533	4.66824	6
ENSG00000174292	chr17	7382925	7390797	-0.44208	113.818	6.61828	8
ENSG00000262481	chr17	7390631	7412209	-0.511121	152.477	6.91703	8
ENSG00000205544	chr17	7403063	7412209	-0.894449	90.8184	4.49629	5
ENSG00000169992	chr17	7412154	7420689	-0.640481	104.945	6.28636	8
ENSG00000262880	chr17	7420624	7446115	-0.468158	133.437	13.946	19
ENSG00000181323	chr17	7420624	7425828	-0.43675	179.456	3.33726	5
ENSG00000184560	chr17	7425686	7436087	-0.448909	141.88	6.13901	8
ENSG00000286007	chr17	7435869	7436717	-0.409077	133.12	1.92313	3
ENSG00000181284	chr17	7435869	7441583	-0.433063	126.846	2.81644	5
ENSG00000262624	chr17	7436454	7441583	-0.459597	130.451	1.74352	3
ENSG00000161958	chr17	7441454	7446115	-0.383177	134.837	3.17787	4
ENSG00000263301	chr17	7441454	7446115	-0.383177	134.837	3.17787	4
ENSG00000272884	chr17	7441454	7446115	-0.383177	134.837	3.17787	4
ENSG00000170175	chr17	7446066	7462216	-0.574204	124.205	7.03982	10
ENSG00000174282	chr17	7461937	7495438	-0.401937	114.966	7.1577	10
ENSG00000181222	chr17	7495938	7548651	-0.402452	155.56	18.0794	26
ENSG00000239697	chr17	7550117	7559299	-0.584847	106.117	3.89551	5
LRG_1320	chr17	7550117	7559299	-0.584847	106.117	3.89551	5
ENSG00000248871	chr17	7550117	7564864	-0.571495	121.782	9.01684	11
ENSG00000161955	chr17	7559037	7564864	-0.625761	123.563	5.78182	7
ENSG00000161956	chr17	7564634	7574310	-0.383117	156.074	7.19687	9
ENSG00000277957	chr17	7564634	7579728	-0.421304	163.187	13.8018	19
ENSG00000161960	chr17	7574257	7579728	-0.447517	161.07	7.44051	11
ENSG00000264772	chr17	7574257	7583967	-0.440426	160.15	12.0626	18
ENSG00000129226	chr17	7579675	7583967	-0.457748	155.072	4.74296	8
ENSG00000129255	chr17	7583860	7593181	-0.675657	133.747	11.9298	15
ENSG00000129194	chr17	7588322	7591925	-1.23188	53.6885	3.68571	4
ENSG00000129245	chr17	7591829	7625944	-0.427489	172.231	12.5319	16
LRG_285	chr17	7591829	7625944	-0.427489	172.231	12.5319	16
ENSG00000129214	chr17	7626444	7651016	-0.519483	124.111	6.78745	12
ENSG00000141504	chr17	7626444	7630509	-0.542302	123.306	4.29988	7
ENSG00000129244	chr17	7653371	7669692	-0.333611	182.187	5.81982	7
ENSG00000141510	chr17	7669606	7688146	-0.576106	109.141	7.08855	11
LRG_321	chr17	7669606	7688146	-0.576106	109.141	7.08855	11
ENSG00000141499	chr17	7688646	7705722	-0.594917	109.137	8.51555	11
LRG_375	chr17	7688646	7705722	-0.594917	109.137	8.51555	11
ENSG00000108947	chr17	7705596	7719902	-0.556948	81.2648	3.41714	4
ENSG00000183914	chr17	7719732	7845052	-0.398092	164.488	56.1244	79
ENSG00000132510	chr17	7845869	7855716	-0.289517	109.244	11.4098	15
ENSG00000183011	chr17	7856728	7889102	-0.399428	116.869	5.4203	7
ENSG00000182224	chr17	7858132	7889102	-0.464295	116.101	2.99435	4
ENSG00000170004	chr17	7888998	7923181	-0.386643	159.848	25.89	32
ENSG00000170049	chr17	7923099	7930736	-0.31397	202.094	7.11332	11
ENSG00000170043	chr17	7930603	7933351	-0.303005	167.715	2.68414	3
ENSG00000170037	chr17	7933077	8002545	-0.373028	126.339	15.0906	19
ENSG00000132518	chr17	8003849	8038653	-0.264973	116.371	8.80642	12
ENSG00000279174	chr17	8013877	8038653	-0.314405	84.3997	3.14726	4
ENSG00000179593	chr17	8039153	8072268	-0.43075	87.8627	6.93816	11
ENSG00000179477	chr17	8072768	8096808	-0.445724	152.779	7.86665	13
LRG_1264	chr17	8072768	8096808	-0.445724	152.779	7.86665	13
ENSG00000214999	chr17	8080248	8086222	-0.625291	121.876	3.43117	5
ENSG00000179148	chr17	8096624	8124086	-0.64305	106.378	10.6084	15
ENSG00000179094	chr17	8141065	8161768	-0.625203	104.686	13.5195	19
ENSG00000179029	chr17	8173452	8186445	-0.939139	69.6555	3.17692	6
ENSG00000178999	chr17	8204868	8227677	-0.617612	66.7574	2.97413	6
ENSG00000178971	chr17	8228177	8254081	-0.542914	143.914	12.654	19
LRG_1124	chr17	8228177	8254081	-0.542914	143.914	12.654	19
ENSG00000178921	chr17	8253935	8288286	-0.429086	113.1	22.3195	27
ENSG00000125434	chr17	8288786	8311537	-0.417893	117.972	7.33943	11
ENSG00000108961	chr17	8288786	8290678	-0.506709	126.915	3.42842	6
ENSG00000198844	chr17	8312037	8339549	-0.361611	118.83	10.23	15
ENSG00000226871	chr17	8318384	8319161	-0.464091	113.781	2.47729	3
ENSG00000184650	chr17	8340049	8358994	-0.537265	139.869	2.60976	4
ENSG00000184619	chr17	8369131	8377694	-0.454006	167.521	4.78379	7
ENSG00000265749	chr17	8369131	8382312	-0.491974	160.687	5.44152	9
ENSG00000263809	chr17	8369131	8435363	-0.492649	140.319	6.23464	10
ENSG00000161970	chr17	8377557	8435363	-0.503778	105.715	2.38696	4
LRG_1125	chr17	8377557	8435363	-0.503778	105.715	2.38696	4
ENSG00000166579	chr17	8444259	8492511	-0.323642	158.272	13.6312	18
ENSG00000133026	chr17	8475801	8729627	-0.466827	141.1	33.3933	44
ENSG00000161973	chr17	8735387	8753197	-0.500044	125.823	3.20196	5
ENSG00000183318	chr17	8753137	8796857	-0.376112	112.12	4.10359	5
ENSG00000185156	chr17	8797357	8803429	-0.57772	113.743	5.71795	8
ENSG00000276231	chr17	8803271	8880136	-0.442744	102.514	12.5813	17
ENSG00000141506	chr17	8880902	9021871	-0.483047	68.6397	6.49442	10
ENSG00000065320	chr17	9162810	9239137	-0.461318	89.6629	4.03099	6
ENSG00000170310	chr17	9378549	9576767	-0.633845	95.7105	5.86177	8
ENSG00000166596	chr17	9576693	9656534	-0.48892	148.342	7.44091	10
ENSG00000154914	chr17	9656401	9770987	-0.5114	121.439	11.9945	15
ENSG00000282882	chr17	9771487	9801978	-0.735764	98.0012	4.28446	6
ENSG00000184544	chr17	9771487	9801978	-0.735764	98.0012	4.28446	6
ENSG00000214978	chr17	9807489	9826254	-0.678857	97.3224	3.36279	5
ENSG00000283025	chr17	9807489	9821261	-0.441759	125.624	2.02056	3
ENSG00000065325	chr17	9826061	9898206	-0.294114	193.969	9.53563	13
ENSG00000109047	chr17	9898092	9916725	-0.409527	184.657	1.47236	3
ENSG00000007237	chr17	9917225	10197705	-0.655278	98.0255	10.5034	15
ENSG00000264067	chr17	10320350	10344109	-0.31597	183.522	7.07457	8
ENSG00000272736	chr17	10390451	10539356	-0.379482	184.904	98.8218	132
ENSG00000272975	chr17	10390451	10628150	-0.37682	185.024	107.429	143
ENSG00000133020	chr17	10390451	10442872	-0.364095	194.858	26.169	35
ENSG00000264424	chr17	10443372	10491913	-0.427856	175.028	25.3404	34
ENSG00000109061	chr17	10492413	10521434	-0.306036	195.34	28.2926	36
ENSG00000125414	chr17	10521277	10628150	-0.406716	176.662	28.5669	39
ENSG00000109063	chr17	10628650	10680616	-0.405812	168.585	26.239	34
ENSG00000133028	chr17	10681116	10705232	-0.694642	143.722	4.65183	7
ENSG00000170222	chr17	10704924	10723331	-0.553955	145.975	2.30459	4
ENSG00000187824	chr17	10704924	10824731	-0.540925	106.661	4.53062	7
ENSG00000188803	chr17	11241741	11597996	-0.449621	84.6479	4.84215	9
ENSG00000007174	chr17	11608126	11978218	-0.570193	123.524	44.6862	72
ENSG00000263684	chr17	11874946	11883752	-0.823428	106.805	2.16181	4
ENSG00000266368	chr17	11961864	11978218	-0.590398	130.202	2.00352	3
ENSG00000154957	chr17	11977954	12020384	-0.294573	153.466	4.29466	8
ENSG00000065559	chr17	12054886	12316403	-0.514475	92.1987	9.60586	15
ENSG00000141052	chr17	12705125	12789338	-0.562084	129.256	10.8856	16
ENSG00000006740	chr17	12894939	12993047	-0.494516	130.241	16.0647	22
ENSG00000006744	chr17	12992815	13177530	-0.339201	164.223	13.5662	17
ENSG00000153976	chr17	13496194	13543028	-0.672537	64.1314	2.05045	3
ENSG00000006695	chr17	14069603	14235353	-0.432764	103.304	8.17937	12
ENSG00000125430	chr17	14301795	14487324	-0.831313	24.5236	2.04424	4
ENSG00000205325	chr17	14770178	14930585	-0.711452	48.1651	1.408	3
ENSG00000109099	chr17	15230914	15251127	-0.478611	97.1654	3.58924	4
LRG_263	chr17	15230914	15251127	-0.478611	97.1654	3.58924	4
ENSG00000286792	chr17	15303933	15312483	-0.592605	118.979	1.29668	3
ENSG00000125409	chr17	15303933	15437270	-0.587655	111.287	5.7226	9
ENSG00000239704	chr17	15437770	15502361	-0.285485	100.448	3.49307	5
ENSG00000259024	chr17	15437770	15565778	-0.273387	176.669	9.86259	12
ENSG00000175106	chr17	15538126	15565778	-0.266752	218.469	6.36952	7
ENSG00000241322	chr17	15565535	15628906	-0.293961	240.797	11.0302	15
ENSG00000251537	chr17	15588974	15680364	-0.326865	191.651	13.314	18
ENSG00000221926	chr17	15628612	15699270	-0.523579	104.629	7.66643	11
ENSG00000187607	chr17	15706384	15734846	-0.510972	127.74	4.25325	5
ENSG00000255104	chr17	15706384	15787145	-0.458882	152.481	9.27283	12
ENSG00000214946	chr17	15735346	15787145	-0.414744	173.445	5.01958	7
ENSG00000233002	chr17	15735346	15787145	-0.414744	173.445	5.01958	7
ENSG00000179277	chr17	15786870	15944746	-0.497457	45.3742	2.33449	4
ENSG00000170425	chr17	15945246	15978165	-0.711393	102.078	3.4002	6
ENSG00000214941	chr17	15978044	16002027	-0.838414	95.5907	1.9521	5
ENSG00000011295	chr17	16001912	16047095	-0.521651	116.515	6.45537	9
ENSG00000141027	chr17	16032293	16233468	-0.580791	135.664	27.2813	39
ENSG00000108474	chr17	16217224	16381919	-0.55536	111.192	11.1018	15
ENSG00000166582	chr17	16344594	16381919	-0.458103	137.064	3.67015	4
ENSG00000187688	chr17	16417666	16439416	-0.405748	133.481	8.86242	13
ENSG00000175061	chr17	16439139	16461755	-0.305198	142.643	5.26072	9
ENSG00000181350	chr17	16443587	16461755	-0.755205	13.7286	1.21376	3
ENSG00000141040	chr17	16551853	16621785	-0.369708	143.158	7.19127	11
ENSG00000197566	chr17	16622285	16720231	-0.46817	142.16	11.0391	15
ENSG00000170160	chr17	16720197	16831564	-0.58996	126.442	5.72903	8
ENSG00000266302	chr17	16720197	16831564	-0.58996	126.442	5.72903	8
ENSG00000240505	chr17	16939544	16987954	-0.428697	63.5248	4.50152	6
LRG_120	chr17	16939544	16987954	-0.428697	63.5248	4.50152	6
ENSG00000230969	chr17	16988454	17042346	-0.801179	70.6446	2.54868	4
ENSG00000133030	chr17	17042846	17219211	-0.413361	134.686	32.0074	43
ENSG00000263624	chr17	17168763	17202264	-0.311906	155.608	9.02116	12
ENSG00000264187	chr17	17202764	17247153	-0.406066	131.997	8.52814	12
ENSG00000154803	chr17	17213652	17247153	-0.382623	133.801	8.1261	11
LRG_325	chr17	17213652	17247153	-0.382623	133.801	8.1261	11
ENSG00000141030	chr17	17247095	17303048	-0.462062	134.37	7.4569	10
ENSG00000205309	chr17	17306540	17418843	-0.217166	133.432	5.55051	7
ENSG00000141026	chr17	17477039	17495404	-0.902831	48.0421	3.03275	4
ENSG00000108551	chr17	17495122	17505850	-1.20325	48.8328	2.06938	3
ENSG00000286430	chr17	17505788	17522397	-0.950116	54.7208	2.79219	5
ENSG00000133027	chr17	17505788	17591028	-0.663408	39.7668	4.80227	8
ENSG00000108557	chr17	17792946	17812056	-0.599839	97.6575	18.5248	22
ENSG00000072310	chr17	17811972	17836224	-0.602788	75.4171	8.69309	13
ENSG00000175662	chr17	17847632	17971759	-0.447841	135.896	9.21958	13
ENSG00000171962	chr17	17977598	18018688	-0.288431	184.47	10.9561	13
ENSG00000171953	chr17	17977598	18054236	-0.330107	174.576	16.1044	20
ENSG00000141034	chr17	18054124	18087521	-0.3805	169.878	1.9268	3
ENSG00000108591	chr17	18093810	18118298	-0.431648	115.78	8.30323	10
ENSG00000091536	chr17	18119056	18184757	-0.349516	125.292	35.4018	52
ENSG00000266677	chr17	18173778	18185015	-0.483762	85.6352	2.5457	4
ENSG00000091542	chr17	18184499	18225180	-0.711495	61.1503	3.3955	6
ENSG00000131899	chr17	18229938	18245274	-0.355518	110.4	11.3659	17
ENSG00000177731	chr17	18245135	18261161	-0.398881	131.675	17.0781	23
ENSG00000177427	chr17	18261135	18274982	-0.846828	62.391	5.73264	8
ENSG00000177302	chr17	18274799	18316049	-0.601072	120.149	10.4935	18
ENSG00000176994	chr17	18315787	18328921	-0.615743	150.603	8.09884	11
ENSG00000176974	chr17	18328747	18380437	-0.365037	195.141	9.20203	12
ENSG00000214860	chr17	18380937	18412199	-0.52821	79.2858	3.58328	6
ENSG00000264177	chr17	18380937	18412199	-0.52821	79.2858	3.58328	6
ENSG00000171916	chr17	18476852	18583523	-0.775329	110.66	6.76575	9
ENSG00000154874	chr17	18583450	18635959	-0.435711	87.8508	3.99324	6
ENSG00000189375	chr17	18636459	18663017	-0.271722	185.416	3.57666	5
ENSG00000249459	chr17	18662747	18698687	-0.490192	109.614	0.988313	4
ENSG00000108448	chr17	18701356	18744496	-0.486268	166.115	5.08466	9
ENSG00000171931	chr17	18744242	18789437	-0.270965	238.707	13.7527	16
ENSG00000171928	chr17	18789350	18865331	-0.325211	170.448	6.24076	7
ENSG00000141127	chr17	18867279	18951703	-0.38239	99.823	6.53046	11
ENSG00000154025	chr17	18958679	19092964	-0.439228	101.148	20.7939	24
ENSG00000188522	chr17	18969049	19013519	-0.583424	87.7063	12.7964	15
ENSG00000072134	chr17	19283117	19347333	-0.327698	135.288	8.48275	11
ENSG00000108641	chr17	19347266	19378398	-0.607373	107.592	2.45833	5
ENSG00000166484	chr17	19378898	19385283	-0.699285	93.5131	8.94123	12
ENSG00000166482	chr17	19385096	19410908	-0.532005	89.4497	3.47807	5
ENSG00000128482	chr17	19411408	19533437	-0.358684	100.456	8.5337	12
ENSG00000265126	chr17	19412497	19413411	-0.392283	76.7123	1.52238	3
ENSG00000142494	chr17	19542390	19629163	-0.358756	152.561	11.0889	16
ENSG00000262769	chr17	19560415	19629163	-0.436494	137.09	5.3847	7
ENSG00000072210	chr17	19651544	19691777	-0.350229	167.809	6.71142	10
ENSG00000180638	chr17	19679949	19737598	-0.525909	108.411	8.05179	12
ENSG00000264785	chr17	19738218	19740479	-0.51358	118.242	1.86274	3
ENSG00000108602	chr17	19738218	19775846	-0.382257	95.9613	5.45147	9
ENSG00000083290	chr17	19780469	19905724	-0.487348	131.019	12.9171	19
ENSG00000108599	chr17	19906224	20096149	-0.395166	124.738	6.86002	12
ENSG00000128487	chr17	20096649	20321603	-0.503901	136.343	15.9502	22
ENSG00000263494	chr17	20204330	20350971	-0.527406	148.985	13.7323	19
ENSG00000154898	chr17	20321316	20451645	-0.549401	143.39	7.62309	12
ENSG00000170298	chr17	20451478	20580008	-0.39074	145.766	1.96594	4
ENSG00000124422	chr17	21003028	21042162	-0.368047	154.38	7.59183	9
ENSG00000109016	chr17	21171931	21198581	-0.289798	173.724	5.34965	8
ENSG00000178307	chr17	21198321	21210466	-0.530935	102.104	1.76785	3
ENSG00000274180	chr17	21243310	21284418	-0.303045	45.3007	2.35433	3
ENSG00000034152	chr17	21284918	21414840	-0.23174	148.293	6.2175	9
ENSG00000184185	chr17	21415601	21534799	-0.251122	38.6657	2.50547	3
ENSG00000178130	chr17	22298894	22520616	0.563028	184.648	1.34759	3
ENSG00000265788	chr17	27654734	27757355	-0.264369	142.059	2.44168	3
ENSG00000266202	chr17	27798697	28021187	-0.241867	104.123	4.81552	6
ENSG00000266527	chr17	27880123	27882712	-0.418987	183.296	2.1314	3
ENSG00000232859	chr17	27880123	28021187	-0.308961	125.282	3.12515	4
ENSG00000273171	chr17	28364267	28368675	-0.239435	145.603	5.55509	6
ENSG00000265168	chr17	28573523	28574579	0.62212	482.035	1.87969	4
ENSG00000132581	chr17	28648986	28672899	0.232244	226.987	2.84401	4
ENSG00000132589	chr17	28879347	28898894	-0.212064	187.659	10.7349	13
ENSG00000063015	chr17	28955948	29005314	-0.257958	136.293	12.8369	18
ENSG00000108255	chr17	29246861	29264593	-0.205942	239.753	5.30499	7
ENSG00000168792	chr17	29562558	29569088	-0.444876	122.535	3.442	4
ENSG00000167543	chr17	29566378	29574669	-0.316517	115.915	6.42561	8
ENSG00000198720	chr17	29607983	29616177	-0.203681	137.712	10.3603	13
ENSG00000126653	chr17	30118077	30197953	-0.247485	176.116	9.21414	11
ENSG00000182271	chr17	30316684	30379728	-0.208982	236.163	6.05209	8
ENSG00000265334	chr17	30834145	30865802	-0.217406	205.841	12.4987	15
ENSG00000275185	chr17	30899166	30900564	0.323259	395.959	2.4545	3
ENSG00000181481	chr17	30984614	31155480	-0.25303	170.178	6.0425	7
ENSG00000185862	chr17	31304260	31317800	0.240518	299.816	5.3374	6
ENSG00000178691	chr17	31940283	32021224	-0.3027	167.07	12.2832	16
ENSG00000263571	chr17	34155975	34254847	-0.220951	105.268	2.73764	3
ENSG00000198783	chr17	34961564	34980074	-0.20464	175.57	3.94362	5
ENSG00000092871	chr17	35011965	35068793	-0.236511	166.038	4.7294	6
ENSG00000205045	chr17	35478074	35547738	0.217101	285.313	4.94552	6
ENSG00000286065	chr17	35478074	35547738	0.217101	285.313	4.94552	6
ENSG00000271447	chr17	35760939	35794766	-0.244251	142.924	6.45055	9
ENSG00000270806	chr17	35760939	35766894	-0.730128	65.5435	2.34319	3
ENSG00000275718	chr17	35997764	36012694	-0.239053	102.061	3.66869	5
ENSG00000276085	chr17	36196405	36210639	-0.272103	99.836	2.77669	3
ENSG00000273706	chr17	36938195	36949218	-0.354573	139.347	3.78404	5
ENSG00000276707	chr17	36940287	36949218	-0.51489	92.5769	2.88824	4
ENSG00000276023	chr17	37512270	37520216	-0.258272	179.293	2.73501	3
ENSG00000275832	chr17	38469143	38509443	-0.224705	104.763	7.93111	9
ENSG00000275023	chr17	38705630	38738450	-0.227058	138.793	14.5579	19
ENSG00000275665	chr17	38716364	38720571	-0.244638	119.827	4.13607	5
ENSG00000125691	chr17	38850129	38870260	-0.221965	203.854	7.59514	8
ENSG00000141748	chr17	39161267	39178081	-0.273876	179.132	2.16019	3
ENSG00000108306	chr17	39261457	39405308	-0.251898	162.795	15.4947	18
ENSG00000171532	chr17	39605448	39619288	-0.28706	54.9735	2.61621	3
ENSG00000161395	chr17	39672800	39699059	-0.302021	106.535	4.81952	7
ENSG00000167914	chr17	39965687	39984486	-0.306401	182.616	7.77846	10
ENSG00000108342	chr17	40016230	40019647	-0.313548	114.379	1.87904	3
ENSG00000126368	chr17	40093017	40122112	-0.27835	134.098	8.83742	10
ENSG00000131759	chr17	40331216	40363926	-0.452731	126.399	9.43374	13
ENSG00000126353	chr17	40554739	40628282	-0.205752	138.1	4.9741	6
ENSG00000204897	chr17	40748274	40766012	0.252712	273.108	7.01432	9
ENSG00000196859	chr17	40958598	40977694	0.301894	363.081	4.45689	7
ENSG00000188581	chr17	41040861	41059163	0.295974	95.1126	1.86883	3
ENSG00000241241	chr17	41101737	41117227	0.28805	130.836	2.79334	3
ENSG00000240542	chr17	41190076	41265860	0.391831	309.164	1.71492	3
ENSG00000212658	chr17	41301825	41307958	-0.354867	159.802	2.6988	5
ENSG00000212657	chr17	41307699	41315652	-0.25545	118.365	2.85197	5
ENSG00000186847	chr17	41583091	41609687	0.222666	207.703	4.24451	7
ENSG00000186832	chr17	41610187	41619690	0.26651	246.888	2.84433	6
ENSG00000128422	chr17	41619591	41689071	0.284904	266.936	2.80128	5
ENSG00000173786	chr17	41968065	41982007	-0.244132	193.347	6.66322	9
ENSG00000089558	chr17	42160037	42185367	-0.239475	149.386	13.5364	16
ENSG00000108785	chr17	42546763	42553087	-0.258802	147.091	2.82867	3
ENSG00000184451	chr17	42680084	42684231	-0.280378	90.1762	3.10361	5
ENSG00000267042	chr17	42680084	42683924	-0.301467	80.1625	3.01662	4
ENSG00000126562	chr17	42781007	42798169	-0.24842	161.468	15.8849	19
ENSG00000260105	chr17	42867278	42879818	-0.291179	140.304	3.64311	4
ENSG00000267060	chr17	42969147	42987416	-0.22924	190.968	3.82674	4
ENSG00000161653	chr17	44006021	44012238	-0.258397	132.195	3.14677	4
ENSG00000161654	chr17	44036205	44071187	-0.301061	137.179	4.47556	6
LRG_182	chr17	44070963	44078881	0.203962	267.779	3.66404	6
ENSG00000141349	chr17	44070963	44078881	0.203962	267.779	3.66404	6
ENSG00000108840	chr17	44078792	44141640	-0.286204	122.776	19.0583	24
ENSG00000180336	chr17	44662316	44708318	0.226506	331.976	11.0366	15
ENSG00000180329	chr17	44673365	44708318	0.204331	312.446	4.51379	6
ENSG00000186185	chr17	44926079	44959685	-0.316368	113.778	10.9982	15
ENSG00000161714	chr17	45112861	45131746	-0.201288	112.002	8.92845	11
ENSG00000181513	chr17	45136142	45149730	-0.310816	147.205	6.94557	8
ENSG00000186834	chr17	45149459	45160421	-0.308974	122.279	3.23122	4
ENSG00000233483	chr17	45245250	45254515	-0.206808	207.914	4.13429	5
ENSG00000159314	chr17	45395741	45428985	-0.207674	124.911	11.1263	15
ENSG00000236234	chr17	45453289	45468595	-0.334855	138.215	4.39834	5
ENSG00000214425	chr17	45508265	45640666	-0.277182	277.182	1.40731	3
ENSG00000073969	chr17	46692900	46767817	-0.203013	173.264	10.1312	13
ENSG00000004897	chr17	47122441	47208920	-0.209706	187.275	12.1696	15
ENSG00000189120	chr17	47847296	47881546	-0.539636	48.3308	4.36778	5
ENSG00000230148	chr17	48543521	48552476	-0.267116	114.701	3.56747	4
ENSG00000120093	chr17	48550331	48610920	-0.275047	97.1684	8.90714	11
ENSG00000233101	chr17	48550331	48610920	-0.275047	97.1684	8.90714	11
ENSG00000108798	chr17	49216528	49224835	-0.27652	146.589	2.62937	6
ENSG00000173868	chr17	49224539	49251758	-0.649873	68.296	2.66561	4
ENSG00000262039	chr17	49404989	49502206	-0.2673	154.405	5.01927	7
ENSG00000167085	chr17	49404989	49502206	-0.2673	154.405	5.01927	7
ENSG00000121073	chr17	49701455	49711557	-0.312941	191.782	7.77401	10
ENSG00000121104	chr17	49711252	49792035	-0.241632	128.639	8.66356	11
ENSG00000204584	chr17	49846204	49968966	0.240106	190.421	3.1134	4
ENSG00000005882	chr17	50097420	50113050	-0.233742	162.014	6.72913	10
ENSG00000188662	chr17	50171447	50185650	-0.388848	107.622	3.51153	4
ENSG00000108826	chr17	50368089	50375465	-0.211248	221.607	2.26507	4
ENSG00000108848	chr17	50719730	50767154	-0.228657	188.508	9.9038	13
ENSG00000173714	chr17	50835935	50863237	-0.313683	125.907	6.44662	8
ENSG00000261976	chr17	50840004	50863237	-0.292579	143.657	3.77751	5
ENSG00000141232	chr17	50862977	50964225	-0.205011	178.074	4.48878	5
ENSG00000243678	chr17	51166824	51180694	0.295806	321.047	2.53803	4
ENSG00000183691	chr17	56594221	56794561	-0.380526	40.7421	2.6975	4
