ensg	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Log10[padj]	Gene stable ID	Gene name
ENSG00000230484	11.90835419	-1.52055231	0.43040814	-3.532814942	0.00041116	0.001582356	2.8006958018	ENSG00000230484	OR51A10P
ENSG00000176715	248.1328277	-1.52061313	0.152125112	-9.995806134	1.59E-23	5.91E-22	21.228412519	ENSG00000176715	ACSF3
ENSG00000175322	215.1405832	-1.520794704	0.176246163	-8.628810272	6.20E-18	1.44E-16	15.841637508	ENSG00000175322	ZNF519
ENSG00000158089	187.8522031	-1.520817618	0.158915255	-9.569991352	1.07E-21	3.46E-20	19.460923901	ENSG00000158089	GALNT14
ENSG00000148308	231.9119115	-1.521178602	0.257107125	-5.916516711	3.29E-09	2.93E-08	7.5331323796	ENSG00000148308	GTF3C5
ENSG00000100426	654.7944581	-1.521239694	0.133370848	-11.40608848	3.90E-30	2.20E-28	27.657577319	ENSG00000100426	ZBED4
ENSG00000160932	354.6540548	-1.521634756	0.239817771	-6.344962454	2.22E-10	2.31E-09	8.6363880201	ENSG00000160932	LY6E
ENSG00000255284	42.15099326	-1.522356946	0.27480862	-5.539698658	3.03E-08	2.37E-07	6.625251654	ENSG00000255284	
ENSG00000228434	21.79655879	-1.522538242	0.362631707	-4.198580032	2.69E-05	0.000132024	3.8793471133	ENSG00000228434	
ENSG00000165912	148.6971475	-1.522829901	0.26121142	-5.829874893	5.55E-09	4.79E-08	7.3196644866	ENSG00000165912	PACSIN3
ENSG00000106268	87.57241294	-1.523056163	0.33965948	-4.484067869	7.32E-06	3.97E-05	4.4012094932	ENSG00000106268	NUDT1
ENSG00000164967	102.6890695	-1.523773869	0.195198808	-7.806266279	5.89E-15	1.03E-13	12.987162775	ENSG00000164967	RPP25L
ENSG00000260460	1.150725848	-1.523863347	1.399527296	-1.088841462	0.276223804	0.370071201	0.4317147105	ENSG00000260460	
ENSG00000102743	336.0843558	-1.523887309	0.186833746	-8.15638148	3.45E-16	6.82E-15	14.166215625	ENSG00000102743	SLC25A15
ENSG00000272822	0.635881663	-1.524196762	1.563973918	-0.974566612	0.329775282	0.424565178	0.3720556287	ENSG00000272822	
ENSG00000142675	25.02578639	-1.524363625	0.286611589	-5.318569386	1.05E-07	7.6E-07	6.1191864077	ENSG00000142675	CNKSR1
ENSG00000172336	219.5457012	-1.524396784	0.203644972	-7.485560628	7.12E-14	1.10E-12	11.958607315	ENSG00000172336	POP7
ENSG00000287655	4.566815663	-1.524807142	0.625707126	-2.436934277	0.014812371	0.03602776	1.443362739	ENSG00000287655	
ENSG00000268746	3.431826842	-1.524993211	0.778541395	-1.958782436	0.050138271	0.09734648	1.0116797477	ENSG00000268746	
ENSG00000175550	773.9902556	-1.52571166	0.268141245	-5.689955167	1.27E-08	1.04E-07	6.9829666607	ENSG00000175550	DRAP1
ENSG00000204366	15.70822808	-1.526227745	0.375104244	-4.068809595	4.73E-05	0.000222607	3.6524611832	ENSG00000204366	ZBTB12
ENSG00000162065	269.6600137	-1.526448032	0.183988157	-8.296447208	1.07E-16	2.23E-15	14.651695137	ENSG00000162065	TBC1D24
ENSG00000164535	235.3954011	-1.526525283	0.19510679	-7.824049995	5.12E-15	9.00E-14	13.045757491	ENSG00000164535	DAGLB
ENSG00000132003	40.90925469	-1.527276557	0.636218832	-2.400552264	0.016370353	0.039158475	1.4071742298	ENSG00000132003	ZSWIM4
ENSG00000275632	33.62906767	-1.527596635	0.2885236	-5.294529243	1.19E-07	8.61E-07	6.0649968485	ENSG00000275632	
ENSG00000105677	406.2603854	-1.527660922	0.211470197	-7.224001029	5.05E-13	7.08E-12	11.149966742	ENSG00000105677	TMEM147
ENSG00000180596	1592.172182	-1.52768888	0.266666987	-5.728826427	1.01E-08	8.42E-08	7.0746879085	ENSG00000180596	H2BC4
ENSG00000200142	2.246716595	-1.527758276	0.962872944	-1.586666534	0.11258819	0.182950637	0.737666074	ENSG00000200142	Y_RNA
ENSG00000179456	90.77308279	-1.528172073	0.219496376	-6.962174509	3.35E-12	4.30E-11	10.366531544	ENSG00000179456	ZBTB18
ENSG00000142186	377.5184505	-1.529151805	0.327914777	-4.663259819	3.11E-06	1.8E-05	4.7447274949	ENSG00000142186	SCYL1
ENSG00000173338	0.974436929	-1.529289321	1.349386715	-1.133321755	0.257079159	0.349425952	0.4566448429	ENSG00000173338	KCNK7
ENSG00000227500	154.3270154	-1.5298461	0.286503171	-5.339717868	9.31E-08	6.82E-07	6.1662156253	ENSG00000227500	SCAMP4
ENSG00000198846	118.0547464	-1.530279232	0.194917472	-7.850908453	4.13E-15	7.35E-14	13.133712661	ENSG00000198846	TOX
ENSG00000283234	0.681239922	-1.531435511	1.758531179	-0.870860596	0.383830274	0.47835564	0.3202491012	ENSG00000283234	
ENSG00000251666	10.77431459	-1.532502953	0.443050394	-3.458981133	0.000542223	0.002031663	2.6921483286	ENSG00000251666	ZNF346-IT1
ENSG00000158373	1902.745378	-1.5330671	0.236597288	-6.47964781	9.19E-11	1E-09	9	ENSG00000158373	H2BC5
ENSG00000132846	101.2045684	-1.534352893	0.198443842	-7.731924951	1.06E-14	1.80E-13	12.744727495	ENSG00000132846	ZBED3
ENSG00000178623	1.569922522	-1.534411002	1.143094098	-1.342331314	0.179488595	0.262958113	0.5801134254	ENSG00000178623	GPR35
ENSG00000133119	425.342994	-1.534442411	0.22476366	-6.826915034	8.68E-12	1.07E-10	9.9706162223	ENSG00000133119	RFC3
ENSG00000134463	61.95170107	-1.535100511	0.219780026	-6.98471348	2.85E-12	3.70E-11	10.431798276	ENSG00000134463	ECHDC3
ENSG00000261924	0.641398577	-1.535397755	1.610527035	-0.953351121	0.340412198	0.435223067	0.3612880949	ENSG00000261924	
ENSG00000140987	173.6329076	-1.53580921	0.146442443	-10.48745966	9.86E-26	4.15E-24	23.381951903	ENSG00000140987	ZSCAN32
ENSG00000067191	119.1309401	-1.535897448	0.322244728	-4.766245393	1.88E-06	1.13E-05	4.9469215565	ENSG00000067191	CACNB1
ENSG00000051180	100.0135987	-1.536099469	0.262139184	-5.859862096	4.63E-09	4.05E-08	7.3925449768	ENSG00000051180	RAD51
ENSG00000103363	148.6411524	-1.536148849	0.29088781	-5.280897983	1.29E-07	9.24E-07	6.0343280288	ENSG00000103363	ELOB
ENSG00000263828	2.39380348	-1.5368999	0.935030745	-1.643689161	0.100240426	0.167443372	0.7761320387	ENSG00000263828	MIR4439
ENSG00000176087	411.3441384	-1.537514935	0.177678415	-8.653358009	5.00E-18	1.17E-16	15.931814138	ENSG00000176087	SLC35A4
ENSG00000273374	3.489846171	-1.537566343	0.721159299	-2.132075874	0.03300061	0.069738713	1.1565260716	ENSG00000273374	
ENSG00000162817	64.85678726	-1.53779192	0.297366941	-5.171361397	2.32E-07	1.6E-06	5.7958800173	ENSG00000162817	C1orf115
ENSG00000182095	741.5703195	-1.537992219	0.303626789	-5.065403558	4.08E-07	2.71E-06	5.5670307091	ENSG00000182095	TNRC18
ENSG00000207751	4.430475166	-1.538566116	0.703987039	-2.185503469	0.028851952	0.062449303	1.2044724044	ENSG00000207751	
ENSG00000105701	424.003601	-1.53930375	0.326040279	-4.721207313	2.34E-06	1.39E-05	4.8569851997	ENSG00000105701	FKBP8
ENSG00000129911	183.4802969	-1.53972943	0.410704046	-3.748999906	0.000177541	0.00074154	3.1298654174	ENSG00000129911	KLF16
ENSG00000273419	1.263590408	-1.539923481	1.535288737	-1.003018809	0.315851786	0.410287829	0.386911366	ENSG00000273419	
ENSG00000160813	86.25170129	-1.540291523	0.455129202	-3.38429509	0.000713613	0.002589693	2.5867517171	ENSG00000160813	PPP1R35
ENSG00000179627	30.2894262	-1.540332635	0.357650749	-4.306806676	1.66E-05	8.47E-05	4.0721165897	ENSG00000179627	ZBTB42
ENSG00000226472	6.24042903	-1.540462662	0.533062492	-2.889835029	0.00385444	0.011464806	1.9406332897	ENSG00000226472	
ENSG00000161036	115.6919352	-1.540656066	0.402015473	-3.832330272	0.000126935	0.000546556	3.2623653337	ENSG00000161036	LRWD1
ENSG00000180385	154.1456904	-1.541506277	0.175134644	-8.801835192	1.35E-18	3.33E-17	16.477555766	ENSG00000180385	EMC3-AS1
ENSG00000174903	721.8488678	-1.541591498	0.272450939	-5.658235227	1.53E-08	1.24E-07	6.9065783148	ENSG00000174903	RAB1B
ENSG00000122971	30.50499483	-1.541907006	0.409944903	-3.761254245	0.000169063	0.000709833	3.1488438143	ENSG00000122971	ACADS
ENSG00000246263	6.730467857	-1.542018611	0.556657146	-2.77014069	0.005603208	0.015821047	1.8007647793	ENSG00000246263	UBR5-AS1
ENSG00000162302	463.2416523	-1.542035883	0.257115946	-5.997433876	2.00E-09	1.84E-08	7.735182177	ENSG00000162302	RPS6KA4
ENSG00000279059	32.94960592	-1.542331157	0.269911418	-5.714212349	1.10E-08	9.12E-08	7.0400051617	ENSG00000279059	
ENSG00000100105	164.572627	-1.542403282	0.26456495	-5.829960791	5.54E-09	4.79E-08	7.3196644866	ENSG00000100105	PATZ1
ENSG00000177700	357.9851742	-1.542929018	0.3797838	-4.062650957	4.85E-05	0.000228017	3.6420327726	ENSG00000177700	POLR2L
ENSG00000141971	106.9081918	-1.543061529	0.302044463	-5.108723111	3.24E-07	2.18E-06	5.6615435064	ENSG00000141971	MVB12A
ENSG00000103522	33.16056816	-1.54309601	0.589744412	-2.616550456	0.008882324	0.023459561	1.6296801191	ENSG00000103522	IL21R
ENSG00000279803	13.17639659	-1.545107007	0.379689507	-4.069396116	4.71E-05	0.00022211	3.6534318879	ENSG00000279803	
ENSG00000074071	526.863238	-1.54529875	0.314060193	-4.920390373	8.64E-07	5.48E-06	5.2612194415	ENSG00000074071	MRPS34
ENSG00000188986	253.3552045	-1.545780103	0.333881573	-4.629725707	3.66E-06	2.09E-05	4.6798537139	ENSG00000188986	NELFB
ENSG00000267322	92.8739614	-1.546019342	0.332581835	-4.648538128	3.34E-06	1.92E-05	4.7166987713	ENSG00000267322	SNHG22
ENSG00000278535	89.98025352	-1.54655037	0.179182798	-8.631131931	6.07E-18	1.42E-16	15.847711656	ENSG00000278535	DHRS11
ENSG00000247596	116.3301985	-1.546885299	0.421265361	-3.671997375	0.000240662	0.000978349	3.0095061946	ENSG00000247596	TWF2
ENSG00000163751	2.658457297	-1.546990683	0.85943708	-1.800004582	0.071859915	0.129122076	0.8889995001	ENSG00000163751	CPA3
ENSG00000236711	8.754993921	-1.547125632	0.518797068	-2.982140275	0.002862408	0.008876096	2.0517780093	ENSG00000236711	SMAD9-IT1
ENSG00000233579	4.838854832	-1.547319162	0.632270161	-2.447243689	0.014395347	0.035185115	1.4536410252	ENSG00000233579	KRT8P15
ENSG00000266439	0.712280887	-1.547756128	1.403861809	-1.10249892	0.270244828	0.363700641	0.4392559335	ENSG00000266439	RN7SL493P
ENSG00000255046	4.0530215	-1.548009008	0.70421247	-2.198213001	0.027933931	0.060801126	1.2160883778	ENSG00000255046	
ENSG00000172732	276.400804	-1.548182393	0.192499831	-8.042513013	8.80E-16	1.67E-14	13.777283529	ENSG00000172732	MUS81
ENSG00000276529	19.8705116	-1.548370405	0.342113992	-4.525890319	6.01E-06	3.31E-05	4.4801720062	ENSG00000276529	
ENSG00000185838	38.63479636	-1.548578804	0.316728422	-4.889295353	1.01E-06	6.35E-06	5.1972262747	ENSG00000185838	GNB1L
ENSG00000255769	47.71625283	-1.548979161	0.262948285	-5.890812932	3.84E-09	3.4E-08	7.468521083	ENSG00000255769	GOLGA2P10
ENSG00000148341	371.6675666	-1.549755801	0.231033867	-6.707916118	1.97E-11	2.33E-10	9.632644079	ENSG00000148341	SH3GLB2
ENSG00000126001	528.195829	-1.550324999	0.14848036	-10.44127988	1.61E-25	6.71E-24	23.17327748	ENSG00000126001	CEP250
ENSG00000182173	194.1846763	-1.550889257	0.293683795	-5.280813184	1.29E-07	9.24E-07	6.0343280288	ENSG00000182173	TSEN54
ENSG00000204410	149.1232327	-1.550961238	0.165059534	-9.396374783	5.65E-21	1.74E-19	18.759450752	ENSG00000204410	MSH5
ENSG00000105649	7.131100771	-1.551436564	0.511076126	-3.035627154	0.00240036	0.007611509	2.1185292348	ENSG00000105649	RAB3A
ENSG00000160999	6.334440972	-1.551524245	0.553423975	-2.803500237	0.00505512	0.014470431	1.8395185333	ENSG00000160999	SH2B2
ENSG00000243384	0.693142729	-1.55163839	1.80646994	-0.858933966	0.390376949	0.484687933	0.3145377925	ENSG00000243384	
ENSG00000137804	11.50602629	-1.551886089	0.417003847	-3.721515039	0.000198031	0.000819405	3.0865013903	ENSG00000137804	NUSAP1
ENSG00000204394	1153.217876	-1.5521378	0.248425297	-6.247905589	4.16E-10	4.18E-09	8.3788237182	ENSG00000204394	VARS1
ENSG00000125611	23.88736214	-1.5521531	0.332244128	-4.671724709	2.99E-06	1.73E-05	4.7619538969	ENSG00000125611	CHCHD5
ENSG00000185046	170.2423851	-1.552380818	0.245049711	-6.334962852	2.37E-10	2.45E-09	8.6108339156	ENSG00000185046	ANKS1B
ENSG00000272655	25.93535539	-1.552750605	0.303619059	-5.11414076	3.15E-07	2.13E-06	5.6716203966	ENSG00000272655	POLR2J4
ENSG00000242715	66.17832312	-1.552881741	0.20285615	-7.655088313	1.93E-14	3.18E-13	12.49757288	ENSG00000242715	CCDC169
ENSG00000125901	231.3209991	-1.554171017	0.218710504	-7.106064831	1.19E-12	1.61E-11	10.793174124	ENSG00000125901	MRPS26
ENSG00000236552	158.84109	-1.55462007	0.249055358	-6.242066364	4.32E-10	4.32E-09	8.3645162532	ENSG00000236552	RPL13AP5
ENSG00000159685	35.48610309	-1.555900318	0.255767603	-6.083258002	1.18E-09	1.12E-08	7.9507819773	ENSG00000159685	CHCHD6
ENSG00000160326	120.9984351	-1.55678347	0.379649158	-4.100584549	4.12E-05	0.000196186	3.7073319875	ENSG00000160326	SLC2A6
ENSG00000126005	236.0107941	-1.556875186	0.304337271	-5.115624455	3.13E-07	2.11E-06	5.6757175447	ENSG00000126005	MMP24OS
ENSG00000181035	29.57629584	-1.556907115	0.327442854	-4.754744511	1.99E-06	1.19E-05	4.9244530386	ENSG00000181035	SLC25A42
ENSG00000184489	8.105135106	-1.556997795	0.470561175	-3.308810581	0.000936932	0.003306237	2.4806660182	ENSG00000184489	PTP4A3
ENSG00000126249	23.36764206	-1.557220967	0.33666758	-4.625396269	3.74E-06	2.13E-05	4.6716203966	ENSG00000126249	PDCD2L
ENSG00000267751	6.370255533	-1.557243715	0.727688663	-2.139986226	0.03235588	0.068597587	1.1636911608	ENSG00000267751	BSG-AS1
ENSG00000115042	133.6214888	-1.558304433	0.180847705	-8.616666911	6.89E-18	1.60E-16	15.795880017	ENSG00000115042	FAHD2A
ENSG00000267436	0.652001381	-1.559424425	1.849120174	-0.843333196	0.399042122	0.493556765	0.306662891	ENSG00000267436	
ENSG00000276255	8.424824996	-1.559987291	0.644954822	-2.418754364	0.015573753	0.037575912	1.4250904699	ENSG00000276255	LINC02809
ENSG00000006740	8.020905173	-1.560118788	0.500367363	-3.117946738	0.001821157	0.005973352	2.2237818922	ENSG00000006740	ARHGAP44
ENSG00000196584	485.3979767	-1.560242607	0.244650228	-6.377441864	1.80E-10	1.9E-09	8.721246399	ENSG00000196584	XRCC2
ENSG00000141698	155.0676618	-1.560342055	0.176160194	-8.857517818	8.18E-19	2.05E-17	16.688246139	ENSG00000141698	NT5C3B
ENSG00000258701	4.705590477	-1.560538222	0.638104515	-2.445584045	0.014461774	0.035303555	1.4521815598	ENSG00000258701	LINC00638
ENSG00000123064	294.4576215	-1.561047526	0.331328942	-4.711473493	2.46E-06	1.45E-05	4.8386319978	ENSG00000123064	DDX54
ENSG00000105197	422.3489149	-1.561081559	0.228771875	-6.823747719	8.87E-12	1.09E-10	9.9625735021	ENSG00000105197	TIMM50
ENSG00000280033	14.44756887	-1.561109298	0.463165485	-3.370521658	0.00075026	0.002708759	2.5672296327	ENSG00000280033	
ENSG00000182484	30.68450278	-1.561486472	0.441196976	-3.539204837	0.000401334	0.001549124	2.8099138176	ENSG00000182484	WASH6P
ENSG00000251161	6.691895347	-1.562293154	0.574101211	-2.721285245	0.006502862	0.018003614	1.744640307	ENSG00000251161	
ENSG00000177951	308.8687728	-1.562427466	0.166394917	-9.389874955	6.01E-21	1.84E-19	18.735182177	ENSG00000177951	BET1L
ENSG00000223343	3.240079554	-1.562556585	0.889196795	-1.75726745	0.078872233	0.138787871	0.8576484862	ENSG00000223343	
ENSG00000140092	9.244470556	-1.5629267	0.551329844	-2.834830576	0.004584999	0.013309489	1.8758386184	ENSG00000140092	FBLN5
ENSG00000213222	2.316007894	-1.563552121	0.863801325	-1.810083032	0.070282912	0.126923453	0.8964581213	ENSG00000213222	TOMM40P4
ENSG00000115194	6.821410356	-1.56361569	0.551505159	-2.835178717	0.004580006	0.013297304	1.8762364024	ENSG00000115194	SLC30A3
ENSG00000105220	279.7837183	-1.563698935	0.280271752	-5.57922418	2.42E-08	1.91E-07	6.7189666328	ENSG00000105220	GPI
ENSG00000116120	424.850876	-1.563858276	0.184433192	-8.479266971	2.27E-17	5.01E-16	15.300162274	ENSG00000116120	FARSB
ENSG00000164077	127.6399963	-1.564007824	0.317145884	-4.931509129	8.16E-07	5.2E-06	5.2839966564	ENSG00000164077	MON1A
ENSG00000180628	902.2304795	-1.564037185	0.120546826	-12.97451981	1.71E-38	1.54E-36	35.812479279	ENSG00000180628	PCGF5
ENSG00000167671	195.2677517	-1.564067857	0.38690481	-4.042513342	5.29E-05	0.000246543	3.6081073237	ENSG00000167671	UBXN6
ENSG00000105447	514.7533929	-1.564156783	0.26120789	-5.988168207	2.12E-09	1.94E-08	7.7121982701	ENSG00000105447	GRWD1
ENSG00000197061	1685.242319	-1.5644695	0.21858745	-7.157178972	8.24E-13	1.13E-11	10.946921557	ENSG00000197061	H4C3
ENSG00000132429	45.03621439	-1.564473667	0.371599581	-4.210106113	2.55E-05	0.00012604	3.8994916055	ENSG00000132429	POPDC3
ENSG00000167716	196.7941442	-1.56500754	0.255352999	-6.128800315	8.85E-10	8.53E-09	8.0690509688	ENSG00000167716	WDR81
ENSG00000288060	1.610107423	-1.565220766	1.115543115	-1.403101992	0.160586427	0.240973433	0.6180308352	ENSG00000288060	
ENSG00000167601	2150.175884	-1.565224363	0.128052187	-12.22333172	2.33E-34	1.65E-32	31.782516056	ENSG00000167601	AXL
ENSG00000101194	488.2052879	-1.566160475	0.340719875	-4.596622005	4.29E-06	2.42E-05	4.616184634	ENSG00000101194	SLC17A9
ENSG00000177225	494.818594	-1.567838688	0.187340038	-8.368946157	5.81E-17	1.23E-15	14.910094889	ENSG00000177225	GATD1
ENSG00000183230	17.50630359	-1.567943519	0.630361849	-2.487370581	0.012869127	0.031988452	1.495006776	ENSG00000183230	CTNNA3
ENSG00000140688	293.6776439	-1.569025807	0.233046529	-6.732671868	1.67E-11	1.99E-10	9.7011469236	ENSG00000140688	RUSF1
ENSG00000114650	435.6197445	-1.569504453	0.234588024	-6.690471346	2.22E-11	2.61E-10	9.5833594927	ENSG00000114650	SCAP
ENSG00000090372	439.9055381	-1.569765533	0.249528728	-6.290921062	3.16E-10	3.22E-09	8.4921441283	ENSG00000090372	STRN4
ENSG00000149485	1273.6034	-1.569849627	0.1623714	-9.66826438	4.11E-22	1.38E-20	19.860120914	ENSG00000149485	FADS1
ENSG00000255142	13.49584552	-1.570531687	0.416276161	-3.77281198	0.000161418	0.000680813	3.1669721601	ENSG00000255142	
ENSG00000179364	348.0510136	-1.571225802	0.20276528	-7.748988398	9.26E-15	1.58E-13	12.801342913	ENSG00000179364	PACS2
ENSG00000207550	0.704364258	-1.571634351	1.597683232	-0.983695842	0.325265085	0.419891541	0.3768628744	ENSG00000207550	MIR99B
ENSG00000090971	99.05748256	-1.571661108	0.273499852	-5.746478832	9.11E-09	7.63E-08	7.117475462	ENSG00000090971	NAT14
ENSG00000054148	172.5334117	-1.571754659	0.355045448	-4.426911162	9.56E-06	5.1E-05	4.2924298239	ENSG00000054148	PHPT1
ENSG00000008130	419.6881557	-1.571865293	0.243058363	-6.467028208	9.99E-11	1.08E-09	8.9665762445	ENSG00000008130	NADK
ENSG00000072958	237.9051989	-1.572117494	0.260867722	-6.026492988	1.68E-09	1.55E-08	7.8096683018	ENSG00000072958	AP1M1
ENSG00000120685	250.3996486	-1.572177001	0.189186275	-8.310206441	9.55E-17	1.99E-15	14.701146924	ENSG00000120685	PROSER1
ENSG00000250403	0.680491096	-1.573521157	1.446401909	-1.087886533	0.276645202	0.370546589	0.4311571802	ENSG00000250403	
ENSG00000167491	1018.019759	-1.574582301	0.201908673	-7.798487703	6.27E-15	1.09E-13	12.962573502	ENSG00000167491	GATAD2A
ENSG00000181404	29.69570278	-1.574905414	0.307712437	-5.118107765	3.09E-07	2.09E-06	5.6798537139	ENSG00000181404	WASHC1
ENSG00000214820	6.89196979	-1.575014197	0.551421032	-2.856282418	0.004286337	0.012580285	1.9003095201	ENSG00000214820	MPRIPP1
ENSG00000269335	9.887645226	-1.575816539	0.51675356	-3.049454636	0.002292573	0.00731346	2.1358771096	ENSG00000269335	IKBKG
ENSG00000132613	681.4161276	-1.576426726	0.202732851	-7.775882002	7.49E-15	1.29E-13	12.88941029	ENSG00000132613	MTSS2
ENSG00000114853	299.5276004	-1.576481518	0.207593092	-7.59409432	3.10E-14	4.97E-13	12.303643611	ENSG00000114853	ZBTB47
ENSG00000077063	15.65196086	-1.577661506	0.442704928	-3.563686348	0.000365683	0.001427013	2.8455720705	ENSG00000077063	CTTNBP2
ENSG00000271761	0.727084715	-1.57784955	1.547938174	-1.019323366	0.308049474	0.402505768	0.3952278917	ENSG00000271761	
ENSG00000090006	200.6193318	-1.578334586	0.319599123	-4.938482225	7.87E-07	5.02E-06	5.2992962829	ENSG00000090006	LTBP4
ENSG00000177595	90.12154659	-1.578658436	0.329989003	-4.783972865	1.72E-06	1.04E-05	4.9829666607	ENSG00000177595	PIDD1
ENSG00000113356	302.0094801	-1.579024352	0.250493828	-6.303645736	2.91E-10	2.98E-09	8.5257837359	ENSG00000113356	POLR3G
ENSG00000205250	742.4493736	-1.579360468	0.261032985	-6.05042489	1.44E-09	1.35E-08	7.8696662315	ENSG00000205250	E2F4
ENSG00000207371	1.107614447	-1.580175008	1.254084544	-1.260022712	0.207661169	0.295005872	0.5301693394	ENSG00000207371	Y_RNA
ENSG00000102178	580.2650151	-1.580478637	0.269383973	-5.867010646	4.44E-09	3.89E-08	7.4100503987	ENSG00000102178	UBL4A
ENSG00000178896	98.73692145	-1.580513257	0.292524375	-5.403013879	6.55E-08	4.9E-07	6.30980392	ENSG00000178896	EXOSC4
ENSG00000177084	196.9820691	-1.581593613	0.216347756	-7.310423024	2.66E-13	3.86E-12	11.413412695	ENSG00000177084	POLE
ENSG00000181751	102.6268602	-1.582671807	0.243775341	-6.492337568	8.45E-11	9.26E-10	9.0333890133	ENSG00000181751	MACIR
ENSG00000167657	202.6474	-1.582797535	0.347070648	-4.560447693	5.10E-06	2.84E-05	4.54668166	ENSG00000167657	DAPK3
ENSG00000202411	0.731132445	-1.583042155	1.517139693	-1.043438625	0.296745192	0.390977887	0.4078478048	ENSG00000202411	RNA5SP259
ENSG00000166825	1767.470701	-1.583944458	0.393760582	-4.02260798	5.76E-05	0.000266447	3.5743891652	ENSG00000166825	ANPEP
ENSG00000148300	261.726817	-1.584043155	0.266441486	-5.945182113	2.76E-09	2.49E-08	7.6038006529	ENSG00000148300	REXO4
ENSG00000160193	143.0007247	-1.584082798	0.241049114	-6.571618435	4.98E-11	5.61E-10	9.2510371387	ENSG00000160193	WDR4
ENSG00000277258	136.1189499	-1.584180355	0.169460726	-9.348362868	8.90E-21	2.68E-19	18.571865206	ENSG00000277258	PCGF2
ENSG00000198646	441.751646	-1.584665002	0.147144113	-10.76947605	4.80E-27	2.24E-25	24.649751982	ENSG00000198646	NCOA6
ENSG00000032444	278.8509269	-1.584697125	0.319716714	-4.956566403	7.17E-07	4.61E-06	5.3362990746	ENSG00000032444	PNPLA6
ENSG00000277224	650.5102929	-1.584957288	0.357479734	-4.433698303	9.26E-06	4.96E-05	4.3045183235	ENSG00000277224	H2BC7
ENSG00000053254	1305.034347	-1.585342121	0.156191347	-10.14999966	3.31E-24	1.29E-22	21.88941029	ENSG00000053254	FOXN3
ENSG00000244165	30.53802928	-1.585639004	0.43134527	-3.67603197	0.00023689	0.000964422	3.0157328912	ENSG00000244165	P2RY11
ENSG00000123485	314.8130515	-1.585829574	0.2566718	-6.178433206	6.47E-10	6.34E-09	8.1979107421	ENSG00000123485	HJURP
ENSG00000134690	265.7374584	-1.586288669	0.2847856	-5.570115442	2.55E-08	2.01E-07	6.6968039426	ENSG00000134690	CDCA8
ENSG00000131469	88.78380705	-1.586815421	0.196101642	-8.091800788	5.88E-16	1.14E-14	13.943095149	ENSG00000131469	RPL27
ENSG00000198276	158.4680693	-1.587026559	0.298423507	-5.318034686	1.05E-07	7.62E-07	6.1180450287	ENSG00000198276	UCKL1
ENSG00000185761	37.27444269	-1.58796746	0.263432915	-6.027976653	1.66E-09	1.54E-08	7.8124792792	ENSG00000185761	ADAMTSL5
ENSG00000160007	2389.49829	-1.588119329	0.09541522	-16.6442977	3.33E-62	7.67E-60	59.115204636	ENSG00000160007	ARHGAP35
ENSG00000124575	2570.898063	-1.588514632	0.331935135	-4.785617626	1.70E-06	1.03E-05	4.9871627753	ENSG00000124575	H1-3
ENSG00000124299	88.79853152	-1.588599937	0.209099609	-7.59733576	3.02E-14	4.85E-13	12.314258261	ENSG00000124299	PEPD
ENSG00000105618	234.9356869	-1.588970759	0.270465236	-5.874953781	4.23E-09	3.72E-08	7.4294570601	ENSG00000105618	PRPF31
ENSG00000273802	1299.76097	-1.590097071	0.248306806	-6.403759502	1.52E-10	1.61E-09	8.793174124	ENSG00000273802	H2BC8
ENSG00000169957	324.4196902	-1.591772562	0.191868721	-8.296154555	1.08E-16	2.23E-15	14.651695137	ENSG00000169957	ZNF768
ENSG00000269982	42.04033489	-1.592285819	0.389341406	-4.089690421	4.32E-05	0.000204901	3.6884559221	ENSG00000269982	
ENSG00000239556	6.334075643	-1.593436747	0.611602091	-2.605348756	0.009178078	0.024097777	1.6180230189	ENSG00000239556	
ENSG00000172354	676.8403254	-1.593723571	0.35255699	-4.520470784	6.17E-06	3.39E-05	4.4698003018	ENSG00000172354	GNB2
ENSG00000110092	37.75995359	-1.594093682	0.436154152	-3.654885954	0.000257296	0.001038639	2.9835353741	ENSG00000110092	CCND1
ENSG00000104866	124.5325439	-1.594450319	0.260789878	-6.113927163	9.72E-10	9.29E-09	8.031984286	ENSG00000104866	PPP1R37
ENSG00000075234	112.6619224	-1.594991047	0.192305242	-8.29405914	1.09E-16	2.27E-15	14.643974143	ENSG00000075234	TTC38
ENSG00000136352	1.090380399	-1.595354687	1.26978358	-1.256398895	0.208971382	0.296413308	0.5281023018	ENSG00000136352	NKX2-1
ENSG00000176909	8.479569595	-1.596754519	0.529833583	-3.013690656	0.002580908	0.008113161	2.0908099057	ENSG00000176909	MAMSTR
ENSG00000275734	15.30209175	-1.597367355	0.532795582	-2.99808671	0.002716804	0.00848049	2.0715790536	ENSG00000275734	
ENSG00000177051	110.5200369	-1.597566736	0.17871321	-8.939276177	3.92E-19	1.02E-17	16.991399828	ENSG00000177051	FBXO46
ENSG00000171492	679.1204141	-1.598189296	0.108345798	-14.75081941	3.04E-49	4.18E-47	46.378823718	ENSG00000171492	LRRC8D
ENSG00000213904	12.95775853	-1.598318446	0.412432291	-3.875347492	0.000106473	0.000465896	3.3317110182	ENSG00000213904	LIPE-AS1
ENSG00000074696	369.4893748	-1.598500643	0.261111334	-6.121912143	9.25E-10	8.88E-09	8.0515870342	ENSG00000074696	HACD3
